"たわわ","8","","ネット予約不可","営業中","非会員","洋食","0565-46-5456","","上豊田駅　徒歩3分上豊田駅から92m","3.04","3.04","-","予約可","愛知県豊田市上原町西山111-6 ","35.1158142656191,137.154712259483","11:00～14:00<br/>17:30～22:15（LO21:30）ランチ営業、夜10時以降入店可、日曜営業","￥1,000～￥1,999","￥1,000～￥1,999","","クーポン情報なし","水曜日","","http://tabelog.com/tokyo/A1307/A130701/23000011","100,842","510","314","プレーミアムクーポン情報なし","23","公式情報なし"
"麺玉響刈谷店","162","たまゆら","ネット予約不可","営業中","非会員","ラーメン/つけ麺","0566-28-9369","","逢妻駅から944m","3.75","3.62","3.56","予約不可","愛知県刈谷市中手町6-705 ","35.0066080835485,136.992736277598","11:00～14:30<br/>17:00〜21:00ランチ営業、日曜営業","～￥999","～￥999","14席（背中合わせのカウンター席のみ）","クーポン情報なし","無休","不可</strong>","http://tabelog.com/tokyo/A1307/A130701/23000012","940,632","6,509","7,090","プレーミアムクーポン情報なし","23","公式情報なし"
"いなや","59","","ネット予約不可","営業中","非会員","うどん/ラーメン/そば","0561-53-0178","","名鉄バス「長久手高校前」下車、徒歩5分はなみずき通駅から2,193m","3.55","3.55","3.01","予約不可","愛知県尾張旭市南栄町旭ケ丘28-4 ","35.1969157875518,137.040666590433","10:00～19:30ランチ営業","～￥999","～￥999","","クーポン情報なし","日曜日","不可</strong>","http://tabelog.com/tokyo/A1307/A130701/23000001","273,735","1,544","1,571","プレーミアムクーポン情報なし","23","公式情報なし"
"杏花村アンカソン","6","【旧店名】丹陽亭","ネット予約不可","営業中","非会員","中華料理/北京料理/餃子","052-782-8832","","地下鉄星が丘駅からは徒歩10分。車が便利。星ケ丘駅から1,166m","3.18","3.18","3.16","","愛知県名古屋市名東区西山本通2-22 ","35.1553449856263,136.994642326738","11:30～14:0017:30～24:00ランチ営業、夜10時以降入店可、日曜営業","～￥999","￥1,000～￥1,999","","クーポン情報なし","木曜日","不可</strong>","http://tabelog.com/tokyo/A1307/A130701/23000002","30,831","162","173","プレーミアムクーポン情報なし","23","公式情報なし"
"磯料理　まるけい","31","","ネット予約不可","営業中","非会員","懐石・会席料理","052-251-8541","050-5868-5840","地下鉄名城線・鶴舞線、上前津駅8番出口・徒歩3分上前津駅から246m","3.52","3.19","3.52","予約可","愛知県名古屋市中区大須3-43-1 ","35.1582436528573,136.904286086244","[月～土]<br/>ランチタイム　11:00～14:00(L.O13:55)<br/>居酒屋タイム　17:00～22:30(L.O21:50)ランチ営業","～￥999","￥6,000～￥7,999","120席（カウンター･ﾃｰﾌﾞﾙ席その他個室等、7,8室あります。）","クーポン情報あり","日曜日・祭日","可</strong>（VISA、MASTER、JCB、AMEX、Diners）","http://tabelog.com/tokyo/A1307/A130701/23000003","295,885","1,587","1,568","プレーミアムクーポン情報なし","23","公式情報あり"
"丸筆製氷店","3","","ネット予約不可","閉店","非会員","甘味処","","","覚王山駅から151m","-","-","-","","愛知県名古屋市千種区覚王山通9-16 ","35.1666491377418,136.951710927283","10:00～22:00日曜営業","～￥999","","","クーポン情報なし","不定休","","http://tabelog.com/tokyo/A1307/A130701/23000004","2,851","3","4","プレーミアムクーポン情報なし","23","公式情報なし"
"山喜","13","やまき","ネット予約不可","営業中","非会員","うどん","0562-47-3845","","大府駅から1,206m","3.08","3.08","3.01","","愛知県大府市桃山町3-105 ","35.018439162107,136.967903628558","10:00～19:30日曜営業","～￥999","～￥999","","クーポン情報なし","木曜日","","http://tabelog.com/tokyo/A1307/A130701/23000005","50,082","283","362","プレーミアムクーポン情報なし","23","公式情報なし"
"鹿児島ラーメン薩摩","31","かごしまらーめん・さつま","ネット予約不可","営業中","非会員","ラーメン","0566-24-1933","","逢妻駅から440m","3.12","-","3.12","","愛知県刈谷市高津波町4-502 ","35.0020620169893,136.991843010969","[火～金]<br/>17:00～翌1:30<br/>[土]<br/>11:30～15:00<br/>17:00～翌3:00<br/>[日]<br/>11:30～15:00<br/>17:00～翌1:30ランチ営業、夜10時以降入店可、日曜営業","～￥999","～￥999","","クーポン情報なし","月曜","","http://tabelog.com/tokyo/A1307/A130701/23000006","98,657","471","665","プレーミアムクーポン情報なし","23","公式情報なし"
"波瀬","3","なみせ","ネット予約不可","営業中","非会員","しゃぶしゃぶ/懐石・会席料理","0533-69-3568","","蒲郡駅から1,633m","3.00","3.00","-","","愛知県蒲郡市水竹町上大塔47-1 ","34.8346704647745,137.237103899209","11:30～21:30ランチ営業、日曜営業","￥2,000～￥2,999","￥8,000～￥9,999","","クーポン情報なし","水曜日","可</strong>（JCB、AMEX）","http://tabelog.com/tokyo/A1307/A130701/23000007","24,709","155","143","プレーミアムクーポン情報なし","23","公式情報なし"
"じゃんじゃん亭東刈谷店","1","","ネット予約不可","閉店","非会員","焼肉","","","JR東刈谷駅徒歩8分東刈谷駅から448m","-","-","-","","愛知県刈谷市東刈谷町2-2-7 ","34.9766918112035,137.03885493596","[平日]17:00～24:00[日祝]16:30～24:00夜10時以降入店可、日曜営業","","￥2,000～￥2,999","（120席　座敷あり）","クーポン情報なし","無休","可</strong>（VISA、MASTER、JCB、AMEX）","http://tabelog.com/tokyo/A1307/A130701/23000008","4,639","1","3","プレーミアムクーポン情報なし","23","公式情報なし"
"半月亭","1","はんげつてい","ネット予約不可","営業中","非会員","懐石・会席料理","0569-21-0277","","マイカー利用成岩駅から1,028m","-","-","-","予約可","愛知県半田市宮本町5-317-12 ","34.8861373069253,136.910294782162","11:30～14:0017:00～22:00<br/>※前日までに要予約ランチ営業、日曜営業","","","","クーポン情報なし","月曜日","","http://tabelog.com/tokyo/A1307/A130701/23000009","26,864","77","45","プレーミアムクーポン情報なし","23","公式情報なし"
"とん吉1号店","22","とんきち","ネット予約不可","営業中","非会員","居酒屋/焼きとん/串焼き","0566-23-2455","","刈谷駅から219m","3.20","3.02","3.20","予約可","愛知県刈谷市桜町2-36 ","34.993026469303,137.007987025236","17:00～23:00夜10時以降入店可","","￥2,000～￥2,999","","クーポン情報なし","日曜日","不可</strong>","http://tabelog.com/tokyo/A1307/A130701/23000010","170,274","766","1,189","プレーミアムクーポン情報なし","23","公式情報なし"
"たわわ","8","","ネット予約不可","営業中","非会員","洋食","0565-46-5456","","上豊田駅　徒歩3分上豊田駅から92m","3.04","3.04","-","予約可","愛知県豊田市上原町西山111-6 ","35.1158142656191,137.154712259483","11:00～14:00<br/>17:30～22:15（LO21:30）ランチ営業、夜10時以降入店可、日曜営業","￥1,000～￥1,999","￥1,000～￥1,999","","クーポン情報なし","水曜日","","http://tabelog.com/tokyo/A1307/A130701/23000011","100,842","510","314","プレーミアムクーポン情報なし","23","公式情報なし"
"麺玉響刈谷店","162","たまゆら","ネット予約不可","営業中","非会員","ラーメン/つけ麺","0566-28-9369","","逢妻駅から944m","3.75","3.62","3.56","予約不可","愛知県刈谷市中手町6-705 ","35.0066080835485,136.992736277598","11:00～14:30<br/>17:00〜21:00ランチ営業、日曜営業","～￥999","～￥999","14席（背中合わせのカウンター席のみ）","クーポン情報なし","無休","不可</strong>","http://tabelog.com/tokyo/A1307/A130701/23000012","940,632","6,509","7,090","プレーミアムクーポン情報なし","23","公式情報なし"
"バルス","3","ＢＡＬＳＥ","ネット予約不可","営業中","非会員","バー","0565-32-8639","","豊田市駅から749m","3.01","-","3.01","","愛知県豊田市元城町3-31-3 ","35.0810088687868,137.159325127979","19:00～翌1:00夜10時以降入店可","","￥3,000～￥3,999","","クーポン情報なし","日曜日","可</strong>（JCB、AMEX）","http://tabelog.com/tokyo/A1307/A130701/23000013","35,798","74","86","プレーミアムクーポン情報なし","23","公式情報なし"
"ビストロ・ソノマ","0","BistroSonoma","ネット予約不可","営業中","非会員","フレンチ","0566-79-0127","","三河安城駅から283m","-","-","-","","愛知県安城市箕輪町新芳畔214 ＧａｒｄｅｎＨｉｌｌｓ三河安城ＴｈｅＴｏｗｅｒ　１Ｆ","34.9672834355935,137.058336251221","11:00～14:3017:30～22:00ランチ営業、日曜営業","","","","クーポン情報なし","水曜日","","http://tabelog.com/tokyo/A1307/A130701/23000014","9,384","22","32","プレーミアムクーポン情報なし","23","公式情報なし"
"シェカズ","9","","ネット予約不可","閉店","非会員","フレンチ/パスタ","","","重原駅から748m","3.00","3.00","-","","愛知県刈谷市八軒町1-70-1 オモテヤプラザ　２Ｆ","34.997954148983,137.016642746167","11:30～14:3017:30～21:30ランチ営業、日曜営業","￥1,000～￥1,999","￥3,000～￥3,999","","クーポン情報なし","水曜日","","http://tabelog.com/tokyo/A1307/A130701/23000015","37,640","21","33","プレーミアムクーポン情報なし","23","公式情報なし"
